 VARIABLES="X","Y"
zone I=183 , J= 60
       5.00000000       0.00000000
       4.30353999       0.00000000
       3.70409101       0.00000000
       3.18814069       0.00000000
       2.74405807       0.00000000
       2.36183271       0.00000000
       2.03284830       0.00000000
       1.74968868       0.00000000
       1.50597095       0.00000000
       1.29620120       0.00000000
       1.11565083       0.00000000
       0.96024945       0.00000000
       0.82649440       0.00000000
       0.71137033       0.00000000
       0.61228205       0.00000000
       0.52699611       0.00000000
       0.45358971       0.00000000
       0.39040826       0.00000000
       0.33602756       0.00000000
       0.28922155       0.00000000
       0.24893533       0.00000000
       0.21426061       0.00000000
       0.18441580       0.00000000
       0.15872817       0.00000000
       0.13661860       0.00000000
       0.11758870       0.00000000
       0.10120954       0.00000000
       0.08711185       0.00000000
       0.07497786       0.00000000
       0.06453404       0.00000000
       0.05554498       0.00000000
       0.04780801       0.00000000
       0.04114873       0.00000000
       0.03541703       0.00000000
       0.03048372       0.00000000
       0.02623759       0.00000000
       0.02258290       0.00000000
       0.01943728       0.00000000
       0.01672982       0.00000000
       0.01439949       0.00000000
      -0.00839996       0.00000000
      -0.02759556       0.00392208
      -0.04741456       0.00660638
      -0.06724196       0.00922802
      -0.08707716       0.01178980
      -0.10691986       0.01429361
      -0.12676956       0.01674109
      -0.14662596       0.01913363
      -0.16648866       0.02147235
      -0.18635766       0.02375815
      -0.20623246       0.02599162
      -0.22611316       0.02817310
      -0.24599946       0.03030265
      -0.26589126       0.03238003
      -0.28578856       0.03440472
      -0.30569116       0.03637590
      -0.32559906       0.03829243
      -0.34551236       0.04015286
      -0.36543096       0.04195540
      -0.38535486       0.04369792
      -0.40528426       0.04537726
      -0.42521896       0.04699189
      -0.44515916       0.04853793
      -0.46510466       0.05001171
      -0.48505586       0.05140914
      -0.50501246       0.05272564
      -0.52497456       0.05395617
      -0.54494206       0.05509513
      -0.56491496       0.05613634
      -0.58489306       0.05707299
      -0.60487596       0.05789756
      -0.62486356       0.05860175
      -0.64485526       0.05917638
      -0.66485056       0.05961126
      -0.68484846       0.05989505
      -0.70484806       0.06001504
      -0.72484796       0.05995693
      -0.74484626       0.05970379
      -0.76484076       0.05923835
      -0.78482836       0.05853840
      -0.80480526       0.05757856
      -0.82476596       0.05632849
      -0.84470346       0.05475111
      -0.86460786       0.05279988
      -0.88446466       0.05041458
      -0.90425266       0.04751325
      -0.92393753       0.04398164
      -0.94345989       0.03964323
      -0.96270248       0.03420208
      -0.98138535       0.02708675
      -0.99855690       0.01690970
