  1    1    2   -0.21049457    1.90231806    0.00000177
  2    1    2   -0.24264442    1.89383747    0.00000326
  3    1    2   -0.27209882    1.88507987    0.00000411
  4    1    2   -0.29907680    1.87803501    0.00000483
  5    1    2   -0.32538579    1.87119116    0.00000524
  6    1    2   -0.34687939    1.86744116    0.00000497
  7    1    2   -0.36741332    1.86404818    0.00000383
  8    1    2   -0.38432225    1.86227250    0.00000194
  9    1    2   -0.40035012    1.86125041   -0.00000073
 10    1    2   -0.41436669    1.85997665   -0.00000354
 11    1    2   -0.42768220    1.86001205   -0.00000626
 12    1    2           NaN           NaN           NaN
 13    1    2           NaN           NaN           NaN
 14    1    2           NaN           NaN           NaN
 15    1    2           NaN           NaN           NaN
 16    1    2           NaN           NaN           NaN
 17    1    2           NaN           NaN           NaN
 18    1    2           NaN           NaN           NaN
 19    1    2           NaN           NaN           NaN
 20    1    2           NaN           NaN           NaN
 21    1    2           NaN           NaN           NaN
 22    1    2           NaN           NaN           NaN
 23    1    2           NaN           NaN           NaN
 24    1    2           NaN           NaN           NaN
 25    1    2           NaN           NaN           NaN
 26    1    2           NaN           NaN           NaN
 27    1    2           NaN           NaN           NaN
 28    1    2           NaN           NaN           NaN
 29    1    2           NaN           NaN           NaN
 30    1    2           NaN           NaN           NaN
 31    1    2   -0.46793505    1.76115635   -0.00000087
 32    1    2   -0.46147715    1.75240280    0.00000051
 33    1    2   -0.45514087    1.74188852    0.00000046
 34    1    2   -0.45173758    1.73116223    0.00000150
 35    1    2   -0.05551830    1.71651929    0.00000116
 36    1    2   -0.09933304    1.70156141    0.00000092
 37    1    2   -0.14562974    1.68135193    0.00000091
 38    1    2   -0.19105359    1.66092972    0.00000021
 39    1    2   -0.23535066    1.63793979    0.00000034
 40    1    2   -0.27587835    1.61562635   -0.00000026
  1    2    2    0.84326091    1.34284930    0.00000121
  2    2    2    0.79244625    1.32909363    0.00000163
  3    2    2    0.74217725    1.31533796    0.00000205
  4    2    2    0.69376505    1.30240420    0.00000241
  5    2    2    0.64638019    1.28951680    0.00000260
  6    2    2    0.60210838    1.27806928    0.00000247
  7    2    2    0.55909388    1.26670979    0.00000189
  8    2    2    0.51864437    1.25601994    0.00000093
  9    2    2    0.47943459    1.24560300   -0.00000040
 10    2    2    0.44200771    1.23493141   -0.00000181
 11    2    2    0.40571848    1.22480625   -0.00000316
 12    2    2           NaN           NaN           NaN
 13    2    2           NaN           NaN           NaN
 14    2    2           NaN           NaN           NaN
 15    2    2           NaN           NaN           NaN
 16    2    2           NaN           NaN           NaN
 17    2    2           NaN           NaN           NaN
 18    2    2           NaN           NaN           NaN
 19    2    2           NaN           NaN           NaN
 20    2    2           NaN           NaN           NaN
 21    2    2           NaN           NaN           NaN
 22    2    2           NaN           NaN           NaN
 23    2    2           NaN           NaN           NaN
 24    2    2           NaN           NaN           NaN
 25    2    2           NaN           NaN           NaN
 26    2    2           NaN           NaN           NaN
 27    2    2           NaN           NaN           NaN
 28    2    2           NaN           NaN           NaN
 29    2    2           NaN           NaN           NaN
 30    2    2           NaN           NaN           NaN
 31    2    2   -0.06633213    0.95213459   -0.00000045
 32    2    2   -0.08018457    0.93587512    0.00000023
 33    2    2   -0.09324064    0.91868768    0.00000021
 34    2    2   -0.10576961    0.90133819    0.00000076
 35    2    2   -0.11739016    0.88196833    0.00000058
 36    2    2   -0.12863387    0.86242008    0.00000047
 37    2    2   -0.13920334    0.84019990    0.00000049
 38    2    2   -0.14969374    0.81787652    0.00000011
 39    2    2   -0.16008722    0.79426299    0.00000019
 40    2    2   -0.17075769    0.77064947    0.00000028
  1    3    2   -0.17439607    0.78310353   -0.00000000
  2    3    2   -0.18121511    0.76434979   -0.00000001
  3    3    2   -0.18837989    0.74559605   -0.00000001
  4    3    2   -0.19576392    0.72677339   -0.00000002
  5    3    2   -0.20322618    0.70784244   -0.00000003
  6    3    2   -0.21074648    0.68869741   -0.00000004
  7    3    2   -0.21818290    0.66937140   -0.00000005
  8    3    2   -0.22558506    0.64976737   -0.00000007
  9    3    2   -0.23285378    0.62995559   -0.00000007
 10    3    2   -0.24002849    0.60988617   -0.00000008
 11    3    2   -0.24707806    0.58960045   -0.00000007
 12    3    2           NaN           NaN           NaN
 13    3    2           NaN           NaN           NaN
 14    3    2           NaN           NaN           NaN
 15    3    2           NaN           NaN           NaN
 16    3    2           NaN           NaN           NaN
 17    3    2           NaN           NaN           NaN
 18    3    2           NaN           NaN           NaN
 19    3    2           NaN           NaN           NaN
 20    3    2           NaN           NaN           NaN
 21    3    2           NaN           NaN           NaN
 22    3    2           NaN           NaN           NaN
 23    3    2           NaN           NaN           NaN
 24    3    2           NaN           NaN           NaN
 25    3    2           NaN           NaN           NaN
 26    3    2           NaN           NaN           NaN
 27    3    2           NaN           NaN           NaN
 28    3    2           NaN           NaN           NaN
 29    3    2           NaN           NaN           NaN
 30    3    2           NaN           NaN           NaN
 31    3    2   -0.36890931    0.14311283   -0.00000004
 32    3    2   -0.37386416    0.11934743   -0.00000004
 33    3    2   -0.37864964    0.09548684   -0.00000004
 34    3    2   -0.38327855    0.07151416    0.00000002
 35    3    2   -0.38776411    0.04741737   -0.00000000
 36    3    2   -0.39216926    0.02327874    0.00000002
 37    3    2   -0.39657772   -0.00095213    0.00000007
 38    3    2   -0.40108501   -0.02517669    0.00000001
 39    3    2   -0.40584112   -0.04941380    0.00000005
 40    3    2   -0.41096441   -0.07365092    0.00000009
  1    4    2   -0.41326482   -0.09592500    0.00000002
  2    4    2   -0.41399700   -0.11948818    0.00000006
  3    4    2   -0.41502956   -0.14305137    0.00000009
  4    4    2   -0.41618033   -0.16655414    0.00000015
  5    4    2   -0.41724358   -0.19005139    0.00000015
  6    4    2   -0.41811820   -0.21344120   -0.00000004
  7    4    2   -0.41859128   -0.23686190   -0.00000008
  8    4    2   -0.41869912   -0.26020586   -0.00000041
  9    4    2   -0.41835015   -0.28342443   -0.00000037
 10    4    2   -0.41749281   -0.30655568   -0.00000025
 11    4    2   -0.41625950   -0.32936796   -0.00000034
 12    4    2           NaN           NaN           NaN
 13    4    2           NaN           NaN           NaN
 14    4    2           NaN           NaN           NaN
 15    4    2           NaN           NaN           NaN
 16    4    2           NaN           NaN           NaN
 17    4    2           NaN           NaN           NaN
 18    4    2           NaN           NaN           NaN
 19    4    2           NaN           NaN           NaN
 20    4    2           NaN           NaN           NaN
 21    4    2           NaN           NaN           NaN
 22    4    2           NaN           NaN           NaN
 23    4    2           NaN           NaN           NaN
 24    4    2           NaN           NaN           NaN
 25    4    2           NaN           NaN           NaN
 26    4    2           NaN           NaN           NaN
 27    4    2           NaN           NaN           NaN
 28    4    2           NaN           NaN           NaN
 29    4    2           NaN           NaN           NaN
 30    4    2           NaN           NaN           NaN
 31    4    2   -0.25076439   -0.75127214    0.00000542
 32    4    2   -0.23346277   -0.77158548    0.00000319
 33    4    2   -0.21554661   -0.79106679    0.00000606
 34    4    2   -0.19630890   -0.80930699    0.00000360
 35    4    2   -0.17655436   -0.82771430    0.00000723
 36    4    2   -0.15553840   -0.84375115    0.00000228
 37    4    2   -0.13419312   -0.86037610    0.00000663
 38    4    2   -0.11171853   -0.87568302    0.00000261
 39    4    2   -0.08889267   -0.89126533    0.00000302
 40    4    2   -0.06552945   -0.90684764    0.00000342
  1    5    2   -0.04713050   -0.90886427    0.00000850
  2    5    2   -0.01556273   -0.92665556    0.00000815
  3    5    2    0.01656388   -0.94444686    0.00000779
  4    5    2    0.04955694   -0.96339989    0.00000110
  5    5    2    0.08419985   -0.98243085    0.00000056
  6    5    2    0.12056132   -1.00437137   -0.00000169
  7    5    2    0.15317671   -1.02456927   -0.00000415
  8    5    2   -0.25365180   -1.04637021    0.00001364
  9    5    2   -0.27093742   -1.06387227    0.00001034
 10    5    2   -0.29084639   -1.07925641    0.00003784
 11    5    2   -0.31228099   -1.09424442    0.00003161
 12    5    2           NaN           NaN           NaN
 13    5    2           NaN           NaN           NaN
 14    5    2           NaN           NaN           NaN
 15    5    2           NaN           NaN           NaN
 16    5    2           NaN           NaN           NaN
 17    5    2           NaN           NaN           NaN
 18    5    2           NaN           NaN           NaN
 19    5    2           NaN           NaN           NaN
 20    5    2           NaN           NaN           NaN
 21    5    2           NaN           NaN           NaN
 22    5    2           NaN           NaN           NaN
 23    5    2           NaN           NaN           NaN
 24    5    2           NaN           NaN           NaN
 25    5    2           NaN           NaN           NaN
 26    5    2           NaN           NaN           NaN
 27    5    2           NaN           NaN           NaN
 28    5    2           NaN           NaN           NaN
 29    5    2           NaN           NaN           NaN
 30    5    2           NaN           NaN           NaN
 31    5    2   -0.65365940   -1.14444067    0.00022959
 32    5    2   -0.67310212   -1.08801255    0.00007555
 33    5    2   -0.70217092   -1.06292721    0.00006214
 34    5    2   -0.72531060   -0.98167156   -0.00004569
 35    5    2   -0.76294994   -0.93996065    0.00008142
 36    5    2   -0.78935313   -0.86464427   -0.00003430
 37    5    2   -0.83034375   -0.81451758    0.00005287
 38    5    2   -0.86168654   -0.75927400   -0.00000762
 39    5    2   -0.89975600   -0.70954983   -0.00001672
 40    5    2   -0.93783995   -0.65982566   -0.00002582
  1    6    2   -1.15331265   -0.35851016    0.00035900
  2    6    2   -1.06805966   -0.50432778    0.00033822
  3    6    2   -0.93513450   -0.57404215    0.00031745
  4    6    2   -0.79943272   -0.63407659    0.00050995
  5    6    2   -0.66903658   -0.69084635    0.00043515
  6    6    2   -0.54278036   -0.73288060    0.00087639
  7    6    2   -0.43310718   -0.78187933    0.00076163
  8    6    2   -0.33865418   -0.76206484    0.00108332
  9    6    2   -0.27620367   -0.69648357    0.00112094
 10    6    2   -0.21983572   -0.59671416    0.00100113
 11    6    2   -0.17225805   -0.49493392    0.00102699
 12    6    2           NaN           NaN           NaN
 13    6    2           NaN           NaN           NaN
 14    6    2           NaN           NaN           NaN
 15    6    2           NaN           NaN           NaN
 16    6    2           NaN           NaN           NaN
 17    6    2           NaN           NaN           NaN
 18    6    2           NaN           NaN           NaN
 19    6    2           NaN           NaN           NaN
 20    6    2           NaN           NaN           NaN
 21    6    2           NaN           NaN           NaN
 22    6    2           NaN           NaN           NaN
 23    6    2           NaN           NaN           NaN
 24    6    2           NaN           NaN           NaN
 25    6    2           NaN           NaN           NaN
 26    6    2           NaN           NaN           NaN
 27    6    2           NaN           NaN           NaN
 28    6    2           NaN           NaN           NaN
 29    6    2           NaN           NaN           NaN
 30    6    2           NaN           NaN           NaN
 31    6    2    0.90774470    0.63644613    0.00357684
 32    6    2    0.81246171    0.77918322    0.00162617
 33    6    2    0.85253423    0.85325321    0.00177018
 34    6    2    0.78106130    1.00115105    0.00057201
 35    6    2    0.78492761    1.12524372    0.00123468
 36    6    2    0.83103113    1.21036462   -0.00017628
 37    6    2    0.89401357    1.30924240   -0.00060429
 38    6    2    0.88671902    1.32970875   -0.00102063
 39    6    2    0.86309721    1.35789923   -0.00116081
 40    6    2    0.82767698    1.38583239   -0.00130099
  1    7    2    0.81515655    1.30328004    0.00002331
  2    7    2    0.78092492    1.29756386    0.00003217
  3    7    2    0.74433798    1.29171746    0.00004104
  4    7    2    0.70610765    1.28608437    0.00006998
  5    7    2    0.66589492    1.28141401    0.00007662
  6    7    2    0.62446508    1.27846209    0.00007896
  7    7    2    0.58366206    1.27512463    0.00008513
  8    7    2    0.54186626    1.27334295    0.00003334
  9    7    2    0.50425152    1.26746195    0.00004039
 10    7    2    0.46597873    1.25939600   -0.00001994
 11    7    2    0.43063865    1.24979396   -0.00001227
 12    7    2           NaN           NaN           NaN
 13    7    2           NaN           NaN           NaN
 14    7    2           NaN           NaN           NaN
 15    7    2           NaN           NaN           NaN
 16    7    2           NaN           NaN           NaN
 17    7    2           NaN           NaN           NaN
 18    7    2           NaN           NaN           NaN
 19    7    2           NaN           NaN           NaN
 20    7    2           NaN           NaN           NaN
 21    7    2           NaN           NaN           NaN
 22    7    2           NaN           NaN           NaN
 23    7    2           NaN           NaN           NaN
 24    7    2           NaN           NaN           NaN
 25    7    2           NaN           NaN           NaN
 26    7    2           NaN           NaN           NaN
 27    7    2           NaN           NaN           NaN
 28    7    2           NaN           NaN           NaN
 29    7    2           NaN           NaN           NaN
 30    7    2           NaN           NaN           NaN
 31    7    2   -0.05516033    0.97430489   -0.00002146
 32    7    2   -0.07103218    0.95956558   -0.00000345
 33    7    2   -0.08711860    0.94702132    0.00003688
 34    7    2   -0.09995346    0.92859435    0.00000853
 35    7    2   -0.11447922    0.91159320   -0.00000283
